song_title,lyrics
Baila Conmigo,"   baila, baila, baila conmigo baila, baila, que yo te sigo pÃ©gate, ven, suÃ©ltate no te me vayas sin las gana' de volver por eso, baila, baila, baila conmigo baila, baila, quÐµ yo te sigo bÃ©same solo una vez asÃ­ tÐµngo un motivo pa' volverte a ver (rauw)   baila, baila, baila conmigo baila, baila, que yo te sigo pÃ©gate, ven, suÃ©ltate no te me vayas sin las gana' de volver por eso, baila, baila, baila conmigo baila, baila, que yo te sigo bÃ©same solo una vez asÃ­ tengo un motivo pa' volverte a ver (Â¡yah!)   no entiendo mucho, pero baila, baila, baila conmigo baila, baila que yo te sigo pÃ©gate, ven, suÃ©ltate no te me vayas sin las gana' de volver por eso, baila, baila, baila conmigo baila, baila que yo te sigo bÃ©same solo una vez asÃ­ tengo un motivo pa' volverte a ver, eh  ra-rauw, ey rauw alejandro con selena dÃ­melo, tainy3"
DESPECHÃ,"   baby, no me llame' que yo estoy ocupÃ¡' olvidando tus male' ya decidÃ­ que esta noche se sale con toa' mis motomami', con toda' mis yale'   voy con la falda, aro' y cadena' piÃ±a colada, no tengo pena 'toy con la fefa, ella es la jefa ella lo baila, Ðµlla me enseÃ±a hoy no trabaja Ðµsta morena fuck la fama, fuck la faena la noche es larga, la noche estÃ¡ buena mambo violento y fin del problema mira quÃ© fÃ¡cil te lo voy a decir a, b, c, one, two, three mira quÃ© fÃ¡cil te lo voy a decir que esta motomami ya no estÃ¡ pa' ti mira quÃ© fÃ¡cil te lo voy a decir a, b, c, one, two, three mira quÃ© fÃ¡cil te lo voy a decir que esta motomamiâ€” you might also like mmm, voy a 80 porque soy una racineta, Â¿quÃ©, quÃ©? te distrae' y yo te adelanto por la derecha, uh voy a 80 porque soy una racineta, ey, ey te distrae' y yo te adelanto por la derecha, mmm, mmm, mmm  [outro] yeah-yeah-yeah-yeah-yeah-yeah ey yeah-yeah-yeah-yeah chris jedi gaby, gaby, gaby de barcelona pa' santo domingo la rosalÃ­a, mmm, jaja, je jeje ey uh, uh, uh, uh omega ey, ey, ey uh, uh, uh, uh"
Todo De Ti,"   el viento soba tu cabello uh-uh-uh-uh-uh me matan esos ojos bellos uh-uh-uh-uh-uh me gusta tu olor, de tu piel el color y cÃ³mo me haces sentir me gusta tu boquita, ese labial rosita y cÃ³mo me besas a mÃ­ (yeh)   aceleras to' mis latidos y e' que me gusta todo de ti de toa' tus parte', Â¿cuÃ¡l decido? y e' que me gusta todo de ti   quinta avenida, no va pa'l mall ella sabe que le llego a solo un call en la raptor me gusta ponerla en four el jogger large, la camisa small como la dieta keto por ti, me controlo y me quedo quieto aunque quiero comerte to' eso completo de ese culo me volvÃ­ un teco, eh mi-mi-micro dosi', rola, oxi besando eso' labio' glossy ya yo le di en to'a la' posi champÃº de coco, chanel su wallet me vuelve loco desde el casco hasta lo' pedale'  aceleras to' mis latidos y e' que me gusta todo de ti de toa' tus parte', Â¿cuÃ¡l decido? y e' que me gusta todo de ti   (contigo quiero despertar hacerlo despuÃ©s de fumar ya no tengo na' que buscar algo fuera de aquÃ­) ra-rauw (tÃº combinas con el mar) ey (ese bikini se ve fenomenal) naisgai, colla (no hay gravedad que me pueda elevar me pones mal a mÃ­) dice rauw alejandro (algo fuera de aquÃ­) uh-uh, uh-uh (me pones mal a mÃ­)1"
BESO,"   na-na-na, na-na-na ven pa'cÃ¡ na-na-na, na-na-na Â¿a dÃ³nde vas? (yeah)   lo mejor que tengo es el amor que me das huele a tabaco y melÃ³n y a domingo en la ciudad si tÃº me esperas el tiempo puedo doblar el cielo puedo amarrar y dÃ¡rtelo entero   fuma' como si te fueran a echar por fumar y baila' como sÃ© que se moverÃ­a un dios al bailar y besas como que siempre hubieras sabido besar y nadie a ti, a ti te tuvo que enseÃ±ar  ya yo necesito otro beso uno de esos que tÃº me da' estar lejos de ti e' el infierno 'tar cerca de ti es mi paz y es que amo siempre que llegas y odio cuando te vas yo me voy contigo a matar no me dejes solo (sola), Â¿pa' dÃ³nde vas, pa' dÃ³nde vas?   na-na-na, na-na-na-na na-na-na, na-na-na na-na-na, na-na-na-na na-na-na, na-na-na-na"
Laugh Now Cry Later," woah, woah yeah   tired of beefin' you bums, you can't even pay me enough to react been wakin' up in the crib and sometimes i don't even know where i'm at please don't play that nigga songs in this party, i can't even listen to that anytime that i ran into somebody, it must be a victory lap, ayy shawty, come sit on my lap, ayy, they sayin' drizzy just snap distance between us is not like a store, this isn't a closeable gap, ayy i've seen some niggas attack and don't end up makin' it back   sometimes we laugh and sometimes we cry, but i guess you know now, baby i took a half and she took the whole thing, slow down, baby we took a trip, now we on your block and it's like a ghost town, baby where do these niggas be at when they say they doin' all this and all that? you might also like i know that they at the crib goin' crazy, down bad what they had didn't last, damn, baby   when he tell the story, that's not how it went know they be lyin', a hundred percent moved out the ritz and forgot 'bout the bent' valet just called me to tell me come get it knocked that boy off and i don't want no credit if it was me, they wouldn't regret it left me for dead and now they wan' dead it, yeah heart is still beatin', my niggas still eatin' backyard, it look like the garden of eden pillow talk with 'em, she spillin' the tea and then shawty came back and said she didn't mean it it's hard to believe it  sometimes we laugh and sometimes we cry, but i guess you know now, baby i took a half and she took the whole thing, slow down, baby we took a trip, now we on your block and it's like a ghost town, baby where do these niggas be at when they say they doin' all this and all that?8"
Massive," i've been alone in my thoughts can't fill this void between us i cannot stand losin' you, woah, woah all these feelings intertwined, oh fighting the urge to reach out and my stance remains unchanged, baby i can't help it, i'm so into you   swervin' between emotions i know we got real issues can't give in so Ðµasily, woah, woah woah, woah, woah, woah ain't going out with no fight, no i'm just tryna play my part, yeah i'm not ready to let go, woah, woah you might also like[chorus] oh, whÐµn you're ready we can put this behind us baby, we can find us again, i know put this behind us we can find us again 'cause i don't wanna go i was alone, i was alone in this world and i needed people i know my funeral gon' be lit 'cause of how i treated people i don't wanna go, i don't wanna4"
Whatâ€™s Next," ayy, woah ayy, ayy yeah   i can't just be with you and only you yeah, i got one, virgil got one and that there is the only two man, how many times have i shown improvement? how many nights i been (woah) swervin' them potholes not tryna fuck up the wheels on the road, okay funny how life goes he thought he was sick, now he wipin' his nose, okay soon as you give 'em your soul you blow up and they say you're sÐµlling your soul, okay they want my life exposÐµd they wanna know about the highs and lows you might also like i'm makin' a change today the liquor been takin' the pain away i heard you was givin' your chain away that's kinda like givin' your fame away what's wrong with you? i sit in a box where the owners do a boss is a role that i've grown into i love you to death but i told you the truth iâ€“   well, summer, all i did was rest, okay? and new year's, all i did was stretch, okay? and valentine's day, i had sex, okay? we'll see what's 'bout to happen next okay? okay? okay? we'll see what's 'bout to happen next okay? okay? okay? we'll see what's 'bout to happen, ayy, ayy we'll see what's 'bout to happen, ayy we'll see what's 'bout to happen  [refrain] i'm makin' a change today the liquor been takin' the pain away i heard you was givin' your chain away that's kinda like givin' your fame away what's wrong with you? i sit in a box where the owners do a boss is a role that i've grown into i love you to death but i told you the truth iâ€“5"
Falling Back," ayy, yo ayy, ayy oh   me me   wherever you are, you don't test"
Easy On Me," there ain't no gold in this river that i've been washin' my hands in forever i know there is hope in these waters but i can't bring myself to swim when i am drowning in this silence baby, let me in  there ain't no room for things to change when we are both so deeply stuck in our ways you can't deny how hard i've tried i changed who i was to put you both first but now i give up  i had good intentions and the highest hopes but i know right now it probably doesn't even show [chorus] go easy on me, baby i was still a child i didn't get the chance to feel the world around me i had no time to choose what i chose to do so go easy on me15"
Oh My God," i ain't got too much time to spare but i'll make time for you to show how much i care wish that i would let you break my walls but i'm still spinning out of control from the fall boy, you give good love, i won't lie it's what keeps me comin' back even though i'm terrified   oh, my god, i can't believe it out of all the people in the world what is the likelihood of jumping out of my life and into your arms? maybe, baby, i'm just losing my mind 'cause this is trouble, but it feels right teetering on the edge of heaven and hell is a battle that i cannot fight see adele liveget tickets as low as $124you might also like i know that it's wrong but i want to have fun mmm, yeah, mmm, yeah i know that it's wrong but i want to have fun mmm, yeah, mmm, yeah   ""lord, don't let me,"" i said, ""lord, don't let me"" i said, ""lord, don't let me, let me down"" (oh, lord) ""lord, don't let me,"" i said, ""lord, don't let me"" i said, ""lord, don't let me, let me down"" (don't let me let myself down) ""lord, don't let me,"" i said, ""lord, don't let me"" i said, ""lord, don't let me, let me down"" (oh, my god) ""lord, don't let me,"" i said, ""lord, don't let me"" i said, ""lord, don't let me, let me down"" (oh, oh-oh-oh, oh-oh-oh)  ""lord, don't let me,"" i said, ""lord, don't let me"" i said, ""lord, don't let me, let me down"" (i know that it's wrong, but i want to have fun) ""lord, don't let me,"" i said, ""lord, don't let me"" i said, ""lord, don't let me, let me down"" (mmm, yeah, mmm, yeah) ""lord, don't let me,"" i said, ""lord, don't let me"" i said, ""lord, don't let me, let me down"" (i know that it's wrong, but i want to have fun) ""lord, don't let me,"" i said, ""lord, don't let me"" i said, ""lord, don't let me, let me down"" (mmm, yeah, mmm, yeah)1"
You should be sad," i wanna start this out and say i gotta get it off my chest (my chest) gotâ€…noâ€…anger, got noâ€…malice just a little bit of regretâ€…(regret) know nobody else will tell you so there's some things i gotta say gonna jot it down and then get it out and then i'll be on my way   oh, i feel so sorry, i feel so sad i tried to help you, it just made you mad and i had no warning about who you are i'm just glad i made it out without breaking down and then ran so fucking far that you would never ever touch me again won't see your alligator tears 'cause know i've had enough of them you might also like but you're not half the man you think that you are and you can't fill the hole inside of you with money, girls, and cars i'm so glad i never ever had a baby with you 'cause you can't love nothing unless there's something in it for you   hey-ey-ey-ey, yeah hey-ey-ey-ey, yeah hey-ey-ey-ey, yeah hey-ey-ey-ey, yeah   i feel so sad you should be sad you should be you should be sad you should be you should be you should be9"
Godzilla," ugh, you're a monster   monster you get in my way, i'ma feed you to the monster (yeah) i'm normal during the day, but at night, turn to a monster (yeah) when the moon shines like ice road truckers i look like a villain outta those blockbusters godzilla, fire spitter, monster blood on the dance floor, and on the louis v carpet fire, godzilla, fire, monster blood on the dance floor, and on the louis v carpet see eminem liveget tickets as low as $98you might also like monster you get in my way, i'ma feed you to the monster (yeah) i'm normal during the day, but at night, turn to a monster (yeah) when the moon shines like ice road truckers i look like a villain outta those blockbusters godzilla, fire spitter, monster blood on the dance floor, and on the louis v carpet fire, godzilla, fire, monster blood on the dance floor, and on the louis v carpet  man, stop look what i'm plannin', haha1.3k"
Come & Go," woah, uh oh, oh-oh, oh (mello made it right, uh)   i don't wanna ruin this one this type of love don't always come and go i don't wanna ruin this one this type of love don't always come and go i don't wanna ruin this one this type of love don't always come and go i don't wanna ruin this one this type of love don't always come and go you might also like we take drugs, then you hold me close then i tell you how you make me whole sometimes, i feel you like bein' alone then you tell me that i shoulda stayed in the room guess i got it all wrong all along, my fault my mistakes probably wipe all the rights i've done sayin' goodbye to bygones, those are bygones head up, baby, stay strong, we gon' live long   i don't wanna ruin this one this type of love don't always come and go i don't wanna ruin this one this type of love don't always come and go"
Motley Crew," (d.a. got that dope)   sit up, ball, i just forgot where i was pour it up, throw it up, sit up, woah get up, bitch, get up, bitch, get up came with a wig splitter i got john wick hitters (ooh) i'm a go-get-gÐµtter (wow, uh) see post malone liveget tickets as low as $25you might also like count up the bands stickin' up no rubber band is big enough chain is so heavy, can't pick it up came with the gang, a myriad i seen your whip, hilarious where is my roof? mysterious my whip from fast & furious curtains with yellow interior i get the commas, period covered in ice, siberia i'm at the top of the pyramid bitch, i'm a star, i'm sirius we came to play, are you serious? came with the gang, a myriad came with the gang, a myriad came with the motley crew   came with the army, army, army, yeah the people 'round me still the same we just wanna party, party, party, yeah we rowdy and won't never change  [chorus] count up the bands stickin' up no rubber band is big enough chain is so heavy, can't pick it up came with the gang, a myriad i seen your whip, hilarious where is my roof? mysterious my whip from fast & furious curtains with yellow interior i get the commas, period covered in ice, siberia i'm at the top of the pyramid bitch, i'm a star, i'm sirius we came to play, are you serious? came with the gang, a myriad came with the gang, a myriad came with the motley crew5"
Cold Heart," (oh) (oh) (you're my cold heart) (oh) (oh)   cold, cold heart hardened by you (oh) some things lookin' better, baby just passin' through (no, no, no, no, no)   cold, cold heart hardened by you (oh) some things lookin' better, baby just passin' through (no, no, no, no, no)   cold, cold heart (oh) hardened by you some things lookin' better, baby (oh) just passin' through (no, no, no, no, no)   shoorah (oh) shoorah shoorah (oh) shoorah (no, no, no, no, no)1"
About Damn Time," anyway   oh, i been so down and under pressure i'm way too fine to be this stressed, yeah oh, i'm not the girl i was or used to be, uh bitch, i might be better   in a minute, i'ma need a sentimental man or woman to pump me up feelin' fussy, walkin' in my balenci-ussies tryna bring out the fabulous 'cause i give a fuck way too much i'ma need like two shots in my cup wanna get up, wanna get down mm, that's how i feel right now   turn up the music, turn down the lights i got a feelin' i'm gon' be alright okay (okay), alright it's about damn time (time) turn up the music, let's celebrate (alright) i got a feelin' i'm gon' be okay okay (okay), alright it's about damn time  bitch yeah, yeah it's about damn time1"
Rumors," they don't know i do it for the culture, goddamn they say i should watch the shit i post, oh, goddamn say i'm turnin' big girls into hoes, oh, goddamn they say i getâŸgroupiesâŸatâŸmy shows, oh,âŸgoddamn   spendin' all your time tryna break a woman down realer shit is goin' on, baby, take a look around if you thought that i was ratchet with my ass hangin' out just wait until the summer when they let me out the house, bitch you might also like all the rumors are true, yeah fake ass, fake boobs, yeah made a million at sue's, yeah y'all be runnin' with fake news, yeah cardi ain't poppin', no, that's a machine (huh?) nobody listen, they buyin' them streams (hmm) they even post it on blogs overseas and lie in a language i can't even read the fuck do this mean? look, i'm a bronx bitch with some pop hits used to pop off when they pop shit (woo) but i'm calmed down and i'm locked in and my records live in the top ten lizzo, teach me about big girl coochie (okay) last time i got freaky, the fcc sued me but i'ma keep doin' what i wanna do 'cause all the rumors are all the rumors are true, yeah  why you spendin' all your time tryna break a woman down? realer shit is goin' on, baby, take a look around if you thought that i was ratchet with my ass hangin' out just wait until the summer when they let me out the house, bitch   all the rumors are true rumors, yeah (yeah) sheesh2"
Mood," oh-oh-oh yeah, yeah, yeah, yeah (yeah)   i could never get attached when i start to feel, i unattach somehow, i always end up feelin' bad baby, i am not your dad it's not all you want from me i just want your company girl, it's obvious, elephant in the room and we're a part of it, don't act so confused and you love startin' it, now i'm in a mood now we arguin' in my bedroom you might also like why you always in a mood? fuckin' 'round, actin' brand new i ain't tryna tell you what to do but try to play it cool baby, i ain't playin' by your rules everything look better with a view why you always in a mood? fuckin' 'round, actin' brand new i ain't tryna tell you what to do but try to play it cool baby, i ain't playin' by your rules everything look better with a view   we play games of love to avoid the depression we been here before and i won't be a victim   why you always in a mood? fuckin' 'round, actin' brand new i ain't tryna tell you what to do but try to play it cool baby, i ain't playin' by your rules everything look better with a view why you always in a mood? fuckin' 'round, actin' brand new i ain't tryna tell you what to do but try to play it cool baby, i ain't playin' by your rules everything look better with a view, yeah7"
MONTERO (Call Me By Your Name)," i caught it bad yesterday you hit me with a call to your place ain't been outâ€…inâ€…a while anyway wasâ€…hopin' i could catch you throwin'â€…smiles in my face romantic talkin'? you don't even have to try you're cute enough to fuck with me tonight lookin' at the table, all i see is weed and white baby, you livin' the life, but nigga, you ain't livin' right   call me when you want, call me when you need call me in the morning, i'll be on the way call me when you want, call me when you need call me out by your name, i'll be on the way like   ayy, ayy i wanna sell what you're buyin' i wanna feel on your ass in hawaii i want that jet lag from fuckin' and flyin' shoot a child in your mouth while i'm ridin' oh, oh, oh, why me? a sign of the times every time that i speak a dime and a nine, it was mine every week what a time, an incline, god was shinin' on me now i can't leave and now i'm actin' hella elite never want the niggas that's in my league i wanna fuck the ones i envy, i envy   call me when you want, call me when you need call me in the morning, i'll be on the way call me when you want, call me when you need call me out by your name, i'll be on the way like  oh, call me by your name (mmm, mmm, mmm) tell me you love me in private call me by your name (mmm, mmm, mmm) i do not care if you're lyin'33"
WITHOUT YOU," you cut out a piece of me and now i bleed internally left here without you (no, no, no), without you (ooh) and it hurts for me to think about what life could possibly be like without you (no, no, no), without you (no, no)   so there you go, oh can't make a wife out of a ho, oh i'll never find the words to say i'm sorry but i'm scared to be alone   oh-oh, woah, oh-oh, woah oh-oh, woah, oh-oh, woah without you, without you oh-oh, woah, oh-oh, woah oh-oh, woah, oh-oh, woah without you, without you see the kid laroi liveget tickets as low as $105you might also like so here i go, oh can't make a wife out of a ho, oh i'll never find the words to say i'm sorry but i'm scared to be alone (oh)   oh-oh, woah, oh-oh, woah oh-oh, woah, oh-oh, woah without you, without you (no, no, no)11"
positions," heaven sent you to me i'm just hopin' i don't repeat history   switchin' them positions for you cookin' in the kitchen and i'm in the bedroom i'm in the olympics, way i'm jumpin' through hoops know my love infinite, nothin' i wouldn't do that i won't do, switchin' for you   said, boy, i'm tryna meet your mama on a sunday then make a lotta love on a monday (ah, ah) never need no (no), no onÐµ else, babe 'causÐµ i'll be you might also like this some shit that i usually don't do (yeah) but for you, i kinda, kinda want to (mmm) 'cause you're down for me and i'm down too (and i'm down too) yeah, i'm down too switchin' the positions for you this some shit that i (yeah) usually don't do (don't do) but for you, i kinda, kinda want to (mmm) 'cause you're down for me and i'm down too ('cause you're down for me)   yeah ah, yeah ah (ah), yeah22"
pov," it's like you got superpowers turn my minutes into hours you got more than 2/2, babe made of glass, the way you see through me you know me better than i do can't seem to keep nothin' from you how you touch my soul from the outside permeate my ego and my pride   i'm gÐµtting used to receiving still gÐµtting good at not leaving i'ma love you even though i'm scared (oh, scared) learnin' to be grateful for myself (oh, oh, oh) you love my lips 'cause they say the things we've always been afraid of i can feel it startin' to subside learnin' to believe in what is mine you might also like i couldn't believe it or see it for myself know i be impatient but now i'm out here, fallin', fallin' frozen, slowly thawin', got me right i won't keep you waitin', waitin' all my baggage fadin' safely (my baggage fadin') and if my eyes deceive me won't let them stray too far away  [chorus] i wanna love me (ooh) the way that you love me (ooh) ooh, for all of my pretty and all of my ugly too i'd love to see me from your point of view i wanna trust me, ooh (trust me) the way that you trust me, baby (trust me) 'cause nobody ever loved me like you do i'd love to see me from your point of view (oh) yeah16"
Ice Cream," come a little closer 'cause you lookin' thirsty i'ma make it better, sip it like a slurpee snow cone chilly, get it free like willy (oh) in the jeans like billie, you be poppin' like a wheelie even in the sun, you know i keep it icy you could take a lick, but it's too cold to bite me (haha) brr, brr, frozen, you're the one been chosen play the part like moses, keep it fresh like roses (oh)   ice cream chillin', chillin', ice cream chillin' ice cream chillin', chillin', ice cream chillin'   look so good, yeah, look so sweet (hey) lookin' good enough to eat coldest with the kiss, so he call me ice cream catch me in the fridge, right where the ice be look so good, yeah, look so sweet (hey) baby, you deserve a treat diamonds on my wrist, so he call me ice cream you could double-dip 'cause i know you like me   chillin' like a villain, yeah, ra-ra-ra ë¯¸ì¹œ ë¯¸ì¹œë“¯í•œ ì†ë„ in my la ferra' ë„ˆë¬´ ë¹¨ëŸ¬ ë„ˆëŠ” ì‚ë— ì›í•œë‹¤ë©´ ê·¸ëƒ¥ ì§€ë¦„ millis, billis ë§¤ì¼ ë²ŒìŒ í•œì—¬ë¦„ ì†ëª©ì— ì–¼ìŒ keep it movin' like my lease up think you fly, boy, where your visa? mona lisa kinda lisa needs an ice cream man that treats her keep it movin' like my lease up think you fly, boy, where your visa? mona lisa kinda lisa needs an ice cream man that treats her (hey)  na, na-na-na-na na, na-na-na-na (hey) ice on my wrist, yeah, i like it like this get the bag with the cream if you know what i mean ice cream, ice cream, ice cream chillin' na, na-na-na-na na, na-na-na-na (hey) ice on my wrist, yeah, i like it like this and i'm nice with the cream if you know what i mean ice cream, ice cream ice cream8"
test drive," ah   make me wanna stay through the night i will never leave from by your side don't you know you got a ride or die? ah even when i miss you on the road you should know i'm always in control 'cause the one thing i already know   i drop the top on that body that's candy paint on my body i'm thinkin' 'bout the way i feel on you if you want, say, ""i do"" (i do) i'll floor it (i'll floor it) just say the word, you know i'm yours (know i'm yours) just drop a pin and don't reverse (oh)   no, i don't feel the need to test drive nothin' (no, babe), test drive nothin' baby, i'm sold on you, so i don't ever gotta test drive nothin', test drive nothin' it's in the way you do it, i don't ever gotta3"
Met Him Last Night," late at night, i'm sippin' as you pass me by red or white? you pour another, say, ""it's fine""   i've seen the devil, yeah, i met him last night had conversation, yeah, i think he's alright seemed kinda funny, yeah, he kinda my type (yeah, he's kinda my type) yeah, yeah, yeah i've seen the devil, yeah, i met him last night one conversation, now he's spendin' the night i think i iove him, though i know it ain't right   i don't believe in you (i, i don't believe that) disguised, but i see right through (i, i seen it right through)   how could i ever believe him? (yeah) that one look could be so deceivin' (yeah) boy, you were my only vice, i never feel this way won't be no hostage, i'm leavin' (yeah) boy, you just gave me a reason no one ever thought i'd be the one no one ever thought i'd be the one to fall watch me bounce before i give you my all so, i promise tonight is the last call   i've seen the devil, yeah, i met him last night had conversation, yeah, i think he's alright seemed kinda funny, yeah, he kinda my type yeah, yeah, yeah i've seen the devil, yeah, i met him last night one conversation, now he's spendin' the night i think i iove him, though i know it ain't right (ain't right, ain't right, ain't right, no)   mm-mm-mm (oh, woah) mm-mm-mm mm-mm-mm oh, hey, hey"
Last Night," last night, we let the liquor talk i can't remember everything we said, but we said it all you told me that you wish i was somebody you never met but, baby, baby, something's tellin' me this ain't over yet   i know that last night, we let the liquor talk i can't remember everything we said, but we said it all you told me that you wish i was somebody you never met but, baby, baby, something's tellin' me this ain't over yet no way it was our last night (last night) no way it was our last night (last night)   oh, baby, last night, we let the liquor talk i can't remember everything we said, but we said it all you told me that you wish i was somebody you never met but, baby, baby, something's tellin' me this ain't over yet no way it was our last night, we said we'd had enough i can't remember everything we said, but we said too much i know you packed your shit and slammed the door right before you left but, baby, baby, something's tellin' me this ain't over yet no way it was our last night (last night) no way it was our last night (last night)  [outro] i know you said this time you really weren't comin' back again but, baby, baby, something's tellin' me this ain't over yet no way it was our last night (last night) no way it was our last night (last night)"
Savage Love (Laxed - Siren Beat)," jason derulo, ah savage love (68, baby)   every night and every day i try to make you stay but your   your savage love your savage lo-lo-love your savage lo-lo-love you could use me 'cause i still want that (your savage love)   every night and every day i try to make you stay but your   your savage love your savage lo-lo-love (ooh) your savage lo-lo-love you could use me 'cause i still want that, your savage love  savage love (oh, girl) did somebody, did somebody break your heart? lookin' like an angel, but your savage love (savage love) when you kiss me, i know you don't give two fucks but i still want that   your savage love (savage love) your savage lo-lo-love (ooh, yeah) your savage lo-lo-love girl, you could use me 'cause i still want that, your savage love2"
Left and Right,"Memories follow me left and right
I can feel you over here, I can feel you over here
You take up every corner of my mind
(Whatcha gon' do now?)

Ever since the da-day y-you went away
(No, I don't know how)
How to erase your body from out my brain
(Whatcha gon' do now?)
Maybe I should just focus on me instead
(But all I think about)
Are the nights we were tangled up in your bed

Oh no (Oh no)
Oh no (Oh no)
You're going 'round in circles, got you stuck up in my head (Yeah)

Memories follow me left and right
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
Your love stays with me day and night
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)

Ever since the da-day y-you went away
(Someone tell me how)
How much more do I gotta drink for the pain
(Whatcha gon' do now?)
You did things to me that I just can't forget
(Now all I think about)
Are the nights we were tangled up in your bed

Oh no (Oh no)
Oh no (Oh no)
You're going 'round in circles, got ya stuck up in my head (Yeah)

Memories follow me left and right
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
Your love stays with me day and night
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)

Did ya know you're the one that got away
And even now, baby, I'm still not okay?
Did ya know that my dreams, they're all the same
Everytime I close my eyes?

Memories follow me left and right
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)
Your love stays with me day and night
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)

(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)"
Beautiful Mistakes," it's beautiful, it's bittersweet you're like a broken home to me i take a shot of memories and black out like an empty street i fill my days with the way you walk and fill my nights with broken dreams i make up lies inside my head like one day, you'll come back to me   beautiful mistakes i make inside my head she's naked in my bed and now we lie awake makin' beautiful mistakes i wouldn't take 'Ðµm back i'm in love with the past and now we liÐµ awake makin' beautiful mistakes you might also like it's pitiful, i can't believe how every day gets worse for me i take a break, i cut you off to keep myself from lookin' soft i fill my nights with the way you was and still wake up with broken dreams i make these lies inside my head feel like they're my reality   beautiful mistakes i make inside my head she's naked in my bed and now we lie awake makin' beautiful mistakes i wouldn't take 'em back i'm in love with the past and now we lie awake makin' beautiful mistakes  you did me wrong 'cause i let you (let you) usually, i like my situations beneficial doin' something different, got me lookin' stupid (damn) the only way i'm comin' back to you is if you dreaming, lucid (hmm) prove it, if you made a promise then keep it (keep it) why you wanna lie and then get mad? i don't believe it (boy, bye) but really, i was doin' just fine without ya lookin' fine, sippin' wine, dancin' on club couches (ah) baby, why you wanna lose me like you don't need me? (don't need me) like i don't block you and you still try to reach me (still try to reach me) how you figure out how to call me from the tv? (huh?) you runnin' outta chances and this time i mean it (ah)   beautiful mistakes i make inside my head she's naked in my bed and now we lie awake makin' beautiful mistakes i wouldn't take 'em back i'm in love with the past and now we lie awake makin' beautiful mistakes   nah-nah-nah nah-nah-nah (ooh) nah-nah-nah2"
Light Switch," yeah   all the sudden, i'm hypnotized you're the one that i can't deny every time that i say i'm gonna walk away   do you love it when you keep me guessin' (me guessin') when you're leaving then you leave me stressin'? (me stressin') but i can't stay mad when you walk like that, no why you always wanna act like lovers? but you never wanna be each others' i say, ""don't look back"" but i go right back and   you turn me on like a light switch when you're movin' your body around and around now, i don't wanna fight this (no) you know how to just make me want you turn me on like a light switch (switch) when you're movin' your body around and around you got me in a tight grip (grip) you know how to just make me want you, baby   you turn me on like a light switch when you're movin' your body around and around now, i don't wanna fight this you know how to just make me want to   come on, come on, come on, come on, come on and show me how you do (how you do) you want, you want, you want, you want, you wanna keep me wantin' you  (wanna keep me wantin' you, baby) come on, come on, come on, come on, come on and show me how you do (you do) you want, you want, you want, you want, you wanna keep me wantin' you6"
RAPSTAR," (shout out my nigga synco)   uh, i won't love a ho, after we fuck, she can't get near me only bitch i give a conversation to is siri my pants amiri, yes, i'm winnin', clearly i'm the chosen one, seen my potential, so they fear me lately i've been prayin', god, i wonder, can you hear me? thinkin' 'bout the old me, i swear i miss you dearly stay down 'til you come up, i've been stickin' to that theory every day a battle, i'm exhausted and i'm weary make sure i smile in public, when alone, my eyes teary i fought through it all, but that shit hurt me severely i've been gettin' high to hide behind my insecurities takin' different pills, but i know it ain't gon'â€” see polo g liveget tickets as low as $142you might also like they say i'm pac rebirth, never put out a weak verse homicides when we lurk, i'ma step 'til my feet hurt been puttin' them streets first white tees turned burgundy t-shirts lookin' for somethin' real, he stuck in a deep search anxiety killin' me, i just want to leave earth when they ask if i'm okay, it just make everything seem worse try and explain your feelings, sound like something you rehearsed stabbed me in my back with a clean smirk lookin' so deep into your eyes, i can read your thoughts, so shut the fuckâ€”, i mean, please don't talk i done been through too much and i don't need another loss put that on every war scar for every battle i fought  when i'm finished, when i'm finished19"
Falling," oh ooh, ooh   talk to me, i need to hear you need me like i need ya fall for me, i wanna know you feel how i feel for you, love before you, baby, i was numb, drown out pain by pourin' up speedin' fast on the run, never wanna get caught up now you're the one that i'm callin' swore i thought i'd never fall again, don't think i'm just talkin' i think i might go all in, no exceptions, girl, i need ya   my last made me feel like i would never try again but when i saw you, i felt something i never felt come closer, i'll give you all my love if you treat me right, baby, i'll give you everything my last made me feel like i would never try again but when i saw you, i felt something i never felt come closer, i'll give you all my love if you treat me right, baby, i'll give you everything  [outro] will never give my all again 'cause i'm sick of falling down when i open up and give my trust they find a way to break it down break down tear me up inside when you break me down10"
